session_id,seed,arm,price,rounds_remaining,ceiling,rho,paid,dominated,forced_wrong
608949aabf14,48,threat,15.0,2,20.0,0.7500,1,0,0
608949aabf14,48,threat,15.0,1,10.0,1.5000,1,1,1
9d85a393f419,45,silent,20.0,3,30.0,0.6667,0,0,1
ed7c3090e75b,45,silent,5.0,4,40.0,0.1250,1,0,0
ed7c3090e75b,45,silent,5.0,3,30.0,0.1667,1,0,1
ed7c3090e75b,45,silent,5.0,2,20.0,0.2500,1,0,1
afd0382071dc,44,threat,15.0,4,40.0,0.3750,1,0,1
afd0382071dc,44,threat,15.0,1,10.0,1.5000,1,1,1
9e4ad8f51c34,46,silent,15.0,4,40.0,0.3750,1,0,1
9e4ad8f51c34,46,silent,15.0,1,10.0,1.5000,1,1,1
7ed96d86b1b7,45,threat,5.0,3,30.0,0.1667,1,0,1
7ed96d86b1b7,45,threat,5.0,2,20.0,0.2500,1,0,1
49bc4f3e7648,45,silent,15.0,3,30.0,0.5000,1,0,1
49bc4f3e7648,45,silent,15.0,2,20.0,0.7500,0,0,1
7ea3521204a4,46,threat,15.0,4,40.0,0.3750,1,0,1
7ea3521204a4,46,threat,15.0,1,10.0,1.5000,1,1,1
97e2af26e19d,45,threat,20.0,4,40.0,0.5000,1,0,0
97e2af26e19d,45,threat,20.0,3,30.0,0.6667,1,0,1
97e2af26e19d,45,threat,20.0,2,20.0,1.0000,1,0,1
fb95159abbca,46,silent,30.0,4,40.0,0.7500,1,0,1
fb95159abbca,46,silent,30.0,1,10.0,3.0000,1,1,1
781b46d60302,47,threat,15.0,4,40.0,0.3750,1,0,0
781b46d60302,47,threat,15.0,3,30.0,0.5000,1,0,1
781b46d60302,47,threat,15.0,2,20.0,0.7500,1,0,1
52d3141d111b,48,threat,5.0,4,40.0,0.1250,1,0,1
52d3141d111b,48,threat,5.0,1,10.0,0.5000,1,0,1
60584a26a74b,48,silent,15.0,4,40.0,0.3750,1,0,1
60584a26a74b,48,silent,15.0,1,10.0,1.5000,1,1,1
4092c752ecd4,48,threat,30.0,4,40.0,0.7500,1,0,1
4092c752ecd4,48,threat,30.0,3,30.0,1.0000,1,0,0
4092c752ecd4,48,threat,30.0,1,10.0,3.0000,1,1,1
30771ad475f0,48,silent,25.0,4,40.0,0.6250,1,0,1
30771ad475f0,48,silent,25.0,2,20.0,1.2500,1,1,0
30771ad475f0,48,silent,25.0,1,10.0,2.5000,1,1,1
b2d5def1b7d5,46,threat,25.0,4,40.0,0.6250,1,0,1
b2d5def1b7d5,46,threat,25.0,1,10.0,2.5000,1,1,1
282ca7e7fb5a,48,threat,20.0,4,40.0,0.5000,1,0,1
282ca7e7fb5a,48,threat,20.0,3,30.0,0.6667,1,0,0
282ca7e7fb5a,48,threat,20.0,2,20.0,1.0000,1,0,0
282ca7e7fb5a,48,threat,20.0,1,10.0,2.0000,1,1,1
db7e5481576a,44,threat,10.0,4,40.0,0.2500,1,0,1
db7e5481576a,44,threat,10.0,1,10.0,1.0000,1,0,1
021e93e15bd9,46,threat,20.0,4,40.0,0.5000,1,0,1
021e93e15bd9,46,threat,20.0,1,10.0,2.0000,1,1,1
e2e810fd4cfd,47,threat,10.0,4,40.0,0.2500,1,0,0
e2e810fd4cfd,47,threat,10.0,3,30.0,0.3333,1,0,1
e2e810fd4cfd,47,threat,10.0,2,20.0,0.5000,1,0,1
e2e810fd4cfd,47,threat,10.0,1,10.0,1.0000,1,0,0
a7bda0826bcc,44,threat,25.0,4,40.0,0.6250,1,0,1
a7bda0826bcc,44,threat,25.0,1,10.0,2.5000,1,1,1
9aae60ece104,47,threat,30.0,4,40.0,0.7500,1,0,0
9aae60ece104,47,threat,30.0,3,30.0,1.0000,1,0,1
9aae60ece104,47,threat,30.0,2,20.0,1.5000,1,1,1
fd2295250ad3,46,threat,5.0,4,40.0,0.1250,1,0,1
fd2295250ad3,46,threat,5.0,1,10.0,0.5000,1,0,1
53aba5050ceb,48,silent,30.0,4,40.0,0.7500,1,0,1
53aba5050ceb,48,silent,30.0,1,10.0,3.0000,0,1,1
3ea630129ba9,46,threat,30.0,4,40.0,0.7500,1,0,1
3ea630129ba9,46,threat,30.0,1,10.0,3.0000,1,1,1
8b11e81631d7,47,silent,25.0,4,40.0,0.6250,1,0,0
8b11e81631d7,47,silent,25.0,3,30.0,0.8333,1,0,1
8b11e81631d7,47,silent,25.0,2,20.0,1.2500,1,1,1
8b11e81631d7,47,silent,25.0,1,10.0,2.5000,0,1,0
d81f790897c7,43,threat,20.0,3,30.0,0.6667,1,0,1
d81f790897c7,43,threat,20.0,2,20.0,1.0000,1,0,1
4a7c8514249c,47,silent,15.0,4,40.0,0.3750,1,0,0
4a7c8514249c,47,silent,15.0,3,30.0,0.5000,1,0,1
4a7c8514249c,47,silent,15.0,2,20.0,0.7500,1,0,1
4a7c8514249c,47,silent,15.0,1,10.0,1.5000,1,1,0
151acfdbb8c8,45,threat,10.0,4,40.0,0.2500,1,0,0
151acfdbb8c8,45,threat,10.0,3,30.0,0.3333,1,0,1
151acfdbb8c8,45,threat,10.0,2,20.0,0.5000,1,0,1
e9a3fcfe9d2b,43,silent,15.0,3,30.0,0.5000,1,0,1
e9a3fcfe9d2b,43,silent,15.0,2,20.0,0.7500,1,0,1
324f49539fab,46,silent,5.0,4,40.0,0.1250,1,0,1
324f49539fab,46,silent,5.0,1,10.0,0.5000,1,0,1
ecf0fa87fa8a,44,silent,10.0,4,40.0,0.2500,1,0,1
ecf0fa87fa8a,44,silent,10.0,1,10.0,1.0000,1,0,1
89f371d295f8,47,threat,5.0,4,40.0,0.1250,1,0,0
89f371d295f8,47,threat,5.0,3,30.0,0.1667,1,0,1
89f371d295f8,47,threat,5.0,2,20.0,0.2500,1,0,1
4bc57d6f3f1f,43,silent,20.0,3,30.0,0.6667,1,0,1
4bc57d6f3f1f,43,silent,20.0,2,20.0,1.0000,0,0,1
d5d2effe9227,45,threat,15.0,3,30.0,0.5000,1,0,1
d5d2effe9227,45,threat,15.0,2,20.0,0.7500,1,0,1
dbd8baab03dd,45,silent,30.0,4,40.0,0.7500,1,0,0
dbd8baab03dd,45,silent,30.0,3,30.0,1.0000,1,0,1
dbd8baab03dd,45,silent,30.0,2,20.0,1.5000,1,1,1
ff125703d497,43,silent,30.0,3,30.0,1.0000,1,0,1
ff125703d497,43,silent,30.0,2,20.0,1.5000,1,1,1
9480acd0c2c7,47,silent,20.0,4,40.0,0.5000,1,0,0
9480acd0c2c7,47,silent,20.0,3,30.0,0.6667,1,0,1
9480acd0c2c7,47,silent,20.0,2,20.0,1.0000,1,0,1
9f3453ba3a48,47,silent,30.0,4,40.0,0.7500,1,0,0
9f3453ba3a48,47,silent,30.0,3,30.0,1.0000,1,0,1
9f3453ba3a48,47,silent,30.0,2,20.0,1.5000,1,1,1
860bd0c9fdee,48,silent,5.0,4,40.0,0.1250,1,0,1
860bd0c9fdee,48,silent,5.0,2,20.0,0.2500,1,0,0
860bd0c9fdee,48,silent,5.0,1,10.0,0.5000,1,0,1
0e23b80e1086,43,threat,10.0,3,30.0,0.3333,1,0,1
0e23b80e1086,43,threat,10.0,2,20.0,0.5000,1,0,1
0e23b80e1086,43,threat,10.0,1,10.0,1.0000,1,0,0
26c49b6055ff,48,threat,10.0,4,40.0,0.2500,1,0,1
26c49b6055ff,48,threat,10.0,3,30.0,0.3333,1,0,0
26c49b6055ff,48,threat,10.0,1,10.0,1.0000,1,0,1
becfed0c1603,44,silent,15.0,4,40.0,0.3750,1,0,1
becfed0c1603,44,silent,15.0,1,10.0,1.5000,1,1,1
59f756bec36f,48,threat,25.0,4,40.0,0.6250,1,0,1
59f756bec36f,48,threat,25.0,1,10.0,2.5000,1,1,1
4f5aceff47d8,47,threat,20.0,4,40.0,0.5000,1,0,0
4f5aceff47d8,47,threat,20.0,3,30.0,0.6667,1,0,1
4f5aceff47d8,47,threat,20.0,2,20.0,1.0000,1,0,1
d1e1cabebb84,43,threat,30.0,3,30.0,1.0000,1,0,1
d1e1cabebb84,43,threat,30.0,2,20.0,1.5000,1,1,1
d1e1cabebb84,43,threat,30.0,1,10.0,3.0000,1,1,0
18c2f09869eb,44,silent,25.0,4,40.0,0.6250,1,0,1
18c2f09869eb,44,silent,25.0,3,30.0,0.8333,1,0,0
18c2f09869eb,44,silent,25.0,1,10.0,2.5000,1,1,1
66f525b2dce7,45,silent,10.0,3,30.0,0.3333,1,0,1
66f525b2dce7,45,silent,10.0,2,20.0,0.5000,1,0,1
