session_id,seed,arm,price,rounds_remaining,ceiling,rho,paid,dominated,forced_wrong
39b710baf711,59,threat,15.0,2,20.0,0.7500,1,0,0
405e9826b735,43,threat,30.0,4,40.0,0.7500,1,0,0
405e9826b735,43,threat,30.0,3,30.0,1.0000,0,0,0
65ca9672505c,58,threat,20.0,4,40.0,0.5000,1,0,0
65ca9672505c,58,threat,20.0,3,30.0,0.6667,1,0,0
65ca9672505c,58,threat,20.0,2,20.0,1.0000,0,0,0
0d290336e63f,57,threat,20.0,1,10.0,2.0000,1,1,0
ee9b139f26cc,60,threat,5.0,3,30.0,0.1667,1,0,0
ee9b139f26cc,60,threat,5.0,2,20.0,0.2500,1,0,0
9ce2ea61fc60,62,threat,25.0,4,40.0,0.6250,1,0,0
9ce2ea61fc60,62,threat,25.0,3,30.0,0.8333,1,0,0
9ce2ea61fc60,62,threat,25.0,1,10.0,2.5000,0,1,0
948f4ccb907e,52,threat,10.0,4,40.0,0.2500,1,0,0
948f4ccb907e,52,threat,10.0,3,30.0,0.3333,1,0,0
948f4ccb907e,52,threat,10.0,2,20.0,0.5000,1,0,0
33e2fc9135e9,43,threat,25.0,4,40.0,0.6250,1,0,0
33e2fc9135e9,43,threat,25.0,3,30.0,0.8333,1,0,0
33e2fc9135e9,43,threat,25.0,2,20.0,1.2500,1,1,0
33e2fc9135e9,43,threat,25.0,1,10.0,2.5000,1,1,0
6d625fbb1897,62,threat,15.0,3,30.0,0.5000,1,0,0
6d625fbb1897,62,threat,15.0,1,10.0,1.5000,1,1,0
e35975db0c1f,47,threat,25.0,2,20.0,1.2500,0,1,0
c2dcddb54482,61,threat,10.0,2,20.0,0.5000,1,0,0
f7d690ebd55f,62,threat,10.0,3,30.0,0.3333,1,0,0
f7d690ebd55f,62,threat,10.0,1,10.0,1.0000,0,0,0
3c168816b043,47,threat,5.0,1,10.0,0.5000,1,0,0
dc21d8509a35,43,threat,5.0,4,40.0,0.1250,1,0,0
4d93d4c26895,43,threat,20.0,4,40.0,0.5000,1,0,0
4d93d4c26895,43,threat,20.0,3,30.0,0.6667,1,0,0
4d93d4c26895,43,threat,20.0,2,20.0,1.0000,1,0,0
fb62d4216960,54,threat,25.0,4,40.0,0.6250,1,0,0
fb62d4216960,54,threat,25.0,1,10.0,2.5000,1,1,0
14ec8e18564a,49,threat,25.0,4,40.0,0.6250,1,0,0
14ec8e18564a,49,threat,25.0,3,30.0,0.8333,1,0,0
d0180e61614f,52,threat,25.0,3,30.0,0.8333,1,0,0
d0180e61614f,52,threat,25.0,2,20.0,1.2500,0,1,0
caa98ac52a85,60,threat,15.0,3,30.0,0.5000,1,0,0
caa98ac52a85,60,threat,15.0,2,20.0,0.7500,1,0,0
b92f1355ac40,60,threat,20.0,4,40.0,0.5000,1,0,0
b92f1355ac40,60,threat,20.0,3,30.0,0.6667,1,0,0
a8d6e398dcd5,54,threat,5.0,1,10.0,0.5000,0,0,0
ca64ac329ae0,55,threat,10.0,3,30.0,0.3333,1,0,0
ca64ac329ae0,55,threat,10.0,2,20.0,0.5000,1,0,0
3023c63eb783,46,threat,30.0,1,10.0,3.0000,0,1,0
10cf62523ede,45,threat,15.0,4,40.0,0.3750,1,0,0
10cf62523ede,45,threat,15.0,2,20.0,0.7500,1,0,0
10cf62523ede,45,threat,15.0,1,10.0,1.5000,1,1,0
4a4b8744873d,48,threat,15.0,3,30.0,0.5000,1,0,0
57e0f31618c9,45,threat,25.0,4,40.0,0.6250,1,0,0
bb3a0ed661f6,52,threat,15.0,4,40.0,0.3750,1,0,0
bb3a0ed661f6,52,threat,15.0,3,30.0,0.5000,1,0,0
bb3a0ed661f6,52,threat,15.0,2,20.0,0.7500,1,0,0
994b438742ed,48,threat,5.0,4,40.0,0.1250,1,0,0
994b438742ed,48,threat,5.0,3,30.0,0.1667,1,0,0
994b438742ed,48,threat,5.0,2,20.0,0.2500,1,0,0
6d615856410f,60,threat,10.0,3,30.0,0.3333,1,0,0
6d615856410f,60,threat,10.0,2,20.0,0.5000,1,0,0
6b4d7ac3139a,60,threat,25.0,3,30.0,0.8333,1,0,0
6e777719bff0,47,threat,30.0,2,20.0,1.5000,1,1,0
7c8baae242d3,50,threat,25.0,4,40.0,0.6250,1,0,0
7c8baae242d3,50,threat,25.0,3,30.0,0.8333,1,0,0
11ca25994d1a,49,threat,10.0,4,40.0,0.2500,1,0,0
11ca25994d1a,49,threat,10.0,1,10.0,1.0000,1,0,0
5f6091524fd7,48,threat,25.0,4,40.0,0.6250,1,0,0
5f6091524fd7,48,threat,25.0,3,30.0,0.8333,1,0,0
5f6091524fd7,48,threat,25.0,2,20.0,1.2500,1,1,0
5f6091524fd7,48,threat,25.0,1,10.0,2.5000,0,1,0
9b85f12773ce,58,threat,10.0,4,40.0,0.2500,1,0,0
9b85f12773ce,58,threat,10.0,2,20.0,0.5000,1,0,0
15fae13c030a,54,threat,10.0,4,40.0,0.2500,1,0,0
15fae13c030a,54,threat,10.0,1,10.0,1.0000,1,0,0
1d5303eaa323,58,threat,15.0,4,40.0,0.3750,1,0,0
1d5303eaa323,58,threat,15.0,3,30.0,0.5000,1,0,0
1d5303eaa323,58,threat,15.0,2,20.0,0.7500,1,0,0
96135fcc7339,59,threat,5.0,4,40.0,0.1250,1,0,0
96135fcc7339,59,threat,5.0,3,30.0,0.1667,1,0,0
96135fcc7339,59,threat,5.0,1,10.0,0.5000,1,0,0
a8e353534509,55,threat,5.0,3,30.0,0.1667,1,0,0
5d56813c4a1f,46,threat,10.0,1,10.0,1.0000,1,0,0
da8e88736c4f,44,threat,15.0,3,30.0,0.5000,1,0,0
da8e88736c4f,44,threat,15.0,2,20.0,0.7500,1,0,0
b15de6065008,61,threat,15.0,2,20.0,0.7500,1,0,0
b15de6065008,61,threat,15.0,1,10.0,1.5000,0,1,0
020f195aa92c,48,threat,20.0,4,40.0,0.5000,1,0,0
020f195aa92c,48,threat,20.0,3,30.0,0.6667,1,0,0
020f195aa92c,48,threat,20.0,2,20.0,1.0000,1,0,0
da636633cb46,44,threat,10.0,3,30.0,0.3333,1,0,0
da636633cb46,44,threat,10.0,2,20.0,0.5000,1,0,0
4147a6cafcab,44,threat,20.0,3,30.0,0.6667,1,0,0
4147a6cafcab,44,threat,20.0,2,20.0,1.0000,1,0,0
4147a6cafcab,44,threat,20.0,1,10.0,2.0000,0,1,0
31dc28c9e48d,56,threat,25.0,4,40.0,0.6250,1,0,0
31dc28c9e48d,56,threat,25.0,1,10.0,2.5000,0,1,0
026b82fb4134,50,threat,30.0,3,30.0,1.0000,0,0,0
14debe82aa27,52,threat,5.0,4,40.0,0.1250,1,0,0
14debe82aa27,52,threat,5.0,3,30.0,0.1667,1,0,0
14debe82aa27,52,threat,5.0,2,20.0,0.2500,1,0,0
37a2bd3a08ab,59,threat,30.0,3,30.0,1.0000,0,0,0
248895dc0314,61,threat,20.0,2,20.0,1.0000,1,0,0
f9da42a66ce6,56,threat,10.0,4,40.0,0.2500,1,0,0
f9da42a66ce6,56,threat,10.0,1,10.0,1.0000,1,0,0
91e6c10daaf8,51,threat,5.0,4,40.0,0.1250,1,0,0
91e6c10daaf8,51,threat,5.0,2,20.0,0.2500,1,0,0
91e6c10daaf8,51,threat,5.0,1,10.0,0.5000,1,0,0
32b025d58219,50,threat,10.0,4,40.0,0.2500,1,0,0
32b025d58219,50,threat,10.0,3,30.0,0.3333,1,0,0
fc24d51c501c,51,threat,30.0,4,40.0,0.7500,1,0,0
fc24d51c501c,51,threat,30.0,2,20.0,1.5000,0,1,0
11e89544810f,56,threat,20.0,4,40.0,0.5000,1,0,0
11e89544810f,56,threat,20.0,3,30.0,0.6667,1,0,0
11e89544810f,56,threat,20.0,1,10.0,2.0000,1,1,0
d6898a0d320c,58,threat,30.0,4,40.0,0.7500,1,0,0
d6898a0d320c,58,threat,30.0,3,30.0,1.0000,0,0,0
b55b75844b48,43,threat,15.0,2,20.0,0.7500,1,0,0
9e87ab44ab25,48,threat,30.0,3,30.0,1.0000,0,0,0
985c8d7e2b7d,61,threat,5.0,2,20.0,0.2500,1,0,0
985c8d7e2b7d,61,threat,5.0,1,10.0,0.5000,1,0,0
8c52a296b3c2,57,threat,15.0,1,10.0,1.5000,1,1,0
02ae54fd10fb,44,threat,25.0,3,30.0,0.8333,1,0,0
02ae54fd10fb,44,threat,25.0,2,20.0,1.2500,0,1,0
4ca4f844caf1,61,threat,30.0,4,40.0,0.7500,1,0,0
4ca4f844caf1,61,threat,30.0,2,20.0,1.5000,1,1,0
155ee5fac5ef,54,threat,15.0,1,10.0,1.5000,0,1,0
100cafdd5d1a,62,threat,5.0,3,30.0,0.1667,1,0,0
100cafdd5d1a,62,threat,5.0,1,10.0,0.5000,1,0,0
2c7a9e5e94f8,55,threat,30.0,2,20.0,1.5000,0,1,0
424142b2b981,53,threat,30.0,4,40.0,0.7500,1,0,0
4d3693f900b7,56,threat,15.0,1,10.0,1.5000,0,1,0
3b7dbabd73ed,48,threat,10.0,3,30.0,0.3333,1,0,0
3b7dbabd73ed,48,threat,10.0,2,20.0,0.5000,1,0,0
3b7dbabd73ed,48,threat,10.0,1,10.0,1.0000,0,0,0
9477f5bd0dff,45,threat,20.0,4,40.0,0.5000,1,0,0
9477f5bd0dff,45,threat,20.0,2,20.0,1.0000,1,0,0
d964774a66a4,53,silent,25.0,1,10.0,2.5000,0,1,0
d43943d5805f,51,silent,25.0,4,40.0,0.6250,1,0,0
d43943d5805f,51,silent,25.0,2,20.0,1.2500,0,1,0
23cce797213d,55,silent,10.0,3,30.0,0.3333,1,0,0
f033c9dae26f,58,silent,20.0,4,40.0,0.5000,1,0,0
f033c9dae26f,58,silent,20.0,1,10.0,2.0000,0,1,0
0a305376e9c6,56,silent,25.0,1,10.0,2.5000,0,1,0
4f375bb9c114,52,silent,20.0,4,40.0,0.5000,1,0,0
4f375bb9c114,52,silent,20.0,3,30.0,0.6667,1,0,0
4f375bb9c114,52,silent,20.0,2,20.0,1.0000,0,0,0
8cc3ac98e7c2,48,silent,20.0,4,40.0,0.5000,1,0,0
8cc3ac98e7c2,48,silent,20.0,3,30.0,0.6667,1,0,0
8cc3ac98e7c2,48,silent,20.0,1,10.0,2.0000,0,1,0
97741e2bf986,61,silent,10.0,4,40.0,0.2500,1,0,0
97741e2bf986,61,silent,10.0,2,20.0,0.5000,1,0,0
9d2f940c0077,53,silent,30.0,2,20.0,1.5000,0,1,0
147847fc220c,61,silent,25.0,4,40.0,0.6250,1,0,0
147847fc220c,61,silent,25.0,2,20.0,1.2500,0,1,0
daec15f86a03,43,silent,20.0,4,40.0,0.5000,1,0,0
daec15f86a03,43,silent,20.0,2,20.0,1.0000,0,0,0
542ee6e4eb26,46,silent,25.0,1,10.0,2.5000,0,1,0
b53744b9634f,62,silent,10.0,3,30.0,0.3333,1,0,0
b53744b9634f,62,silent,10.0,1,10.0,1.0000,0,0,0
da6aaabbb54d,53,silent,10.0,3,30.0,0.3333,1,0,0
8bb3368d8d33,62,silent,30.0,4,40.0,0.7500,1,0,0
8bb3368d8d33,62,silent,30.0,3,30.0,1.0000,0,0,0
9683fa04cc0b,61,silent,20.0,2,20.0,1.0000,0,0,0
b16fa4a4a443,57,silent,5.0,1,10.0,0.5000,1,0,0
49bd5ef9778d,47,silent,15.0,2,20.0,0.7500,1,0,0
49bd5ef9778d,47,silent,15.0,1,10.0,1.5000,0,1,0
07c620e431f2,55,silent,5.0,3,30.0,0.1667,1,0,0
bbec83bda6f1,49,silent,5.0,2,20.0,0.2500,1,0,0
bbec83bda6f1,49,silent,5.0,1,10.0,0.5000,1,0,0
6b6e950dac41,44,silent,30.0,4,40.0,0.7500,1,0,0
6b6e950dac41,44,silent,30.0,3,30.0,1.0000,0,0,0
dce0a0e2b611,60,silent,30.0,4,40.0,0.7500,1,0,0
dce0a0e2b611,60,silent,30.0,2,20.0,1.5000,0,1,0
540190e08946,46,silent,30.0,1,10.0,3.0000,0,1,0
dcdb4ae8d924,45,silent,5.0,4,40.0,0.1250,1,0,0
be06b296401e,61,silent,5.0,4,40.0,0.1250,1,0,0
be06b296401e,61,silent,5.0,2,20.0,0.2500,1,0,0
b80d499d9117,47,silent,20.0,1,10.0,2.0000,0,1,0
8dc2b34438d7,51,silent,10.0,4,40.0,0.2500,1,0,0
8dc2b34438d7,51,silent,10.0,2,20.0,0.5000,1,0,0
8dc2b34438d7,51,silent,10.0,1,10.0,1.0000,0,0,0
249e1db74522,58,silent,30.0,4,40.0,0.7500,0,0,0
4df2eeee62d4,44,silent,15.0,3,30.0,0.5000,1,0,0
4df2eeee62d4,44,silent,15.0,2,20.0,0.7500,1,0,0
4df2eeee62d4,44,silent,15.0,1,10.0,1.5000,0,1,0
6369f7fafa38,60,silent,5.0,3,30.0,0.1667,1,0,0
6369f7fafa38,60,silent,5.0,2,20.0,0.2500,1,0,0
b9c3ebc0e9e6,50,silent,20.0,3,30.0,0.6667,1,0,0
b9c3ebc0e9e6,50,silent,20.0,1,10.0,2.0000,0,1,0
549080885f35,49,silent,10.0,4,40.0,0.2500,1,0,0
549080885f35,49,silent,10.0,3,30.0,0.3333,1,0,0
549080885f35,49,silent,10.0,2,20.0,0.5000,1,0,0
2c1c94025157,56,silent,20.0,3,30.0,0.6667,1,0,0
0eb9fceb0e0c,50,silent,5.0,4,40.0,0.1250,1,0,0
0eb9fceb0e0c,50,silent,5.0,3,30.0,0.1667,1,0,0
f2566c911895,50,silent,10.0,4,40.0,0.2500,1,0,0
f2566c911895,50,silent,10.0,1,10.0,1.0000,0,0,0
e81da8b739da,57,silent,10.0,4,40.0,0.2500,1,0,0
e81da8b739da,57,silent,10.0,1,10.0,1.0000,0,0,0
bfda863af86d,51,silent,5.0,4,40.0,0.1250,1,0,0
bfda863af86d,51,silent,5.0,2,20.0,0.2500,1,0,0
bfda863af86d,51,silent,5.0,1,10.0,0.5000,1,0,0
07a2feb526c9,47,silent,25.0,2,20.0,1.2500,0,1,0
8f9cbbcff477,62,silent,5.0,3,30.0,0.1667,1,0,0
8f9cbbcff477,62,silent,5.0,1,10.0,0.5000,1,0,0
7cc6000ede5d,54,silent,15.0,2,20.0,0.7500,0,0,0
a8b74c55d101,55,silent,15.0,2,20.0,0.7500,1,0,0
ba4ec251ac3e,51,silent,15.0,4,40.0,0.3750,1,0,0
ba4ec251ac3e,51,silent,15.0,2,20.0,0.7500,0,0,0
50373cf33861,60,silent,25.0,4,40.0,0.6250,0,0,0
bba4c46bc974,45,silent,30.0,4,40.0,0.7500,1,0,0
69f58833aab3,52,silent,15.0,3,30.0,0.5000,1,0,0
69f58833aab3,52,silent,15.0,2,20.0,0.7500,1,0,0
d1205614dc7a,59,silent,30.0,4,40.0,0.7500,0,0,0
c91b92a01beb,48,silent,25.0,4,40.0,0.6250,1,0,0
c91b92a01beb,48,silent,25.0,3,30.0,0.8333,0,0,0
d99de3f2519b,49,silent,20.0,2,20.0,1.0000,0,0,0
1ffba49537a9,52,silent,10.0,4,40.0,0.2500,1,0,0
1ffba49537a9,52,silent,10.0,3,30.0,0.3333,1,0,0
1ffba49537a9,52,silent,10.0,2,20.0,0.5000,1,0,0
5393f4169f5f,59,silent,10.0,2,20.0,0.5000,1,0,0
75b763bda3e2,62,silent,20.0,3,30.0,0.6667,0,0,0
cdc95f5a04a4,54,silent,25.0,2,20.0,1.2500,0,1,0
9367948c9b78,56,silent,10.0,1,10.0,1.0000,0,0,0
ac2dd6b0f9e1,55,silent,30.0,3,30.0,1.0000,0,0,0
f530372ae518,60,silent,20.0,4,40.0,0.5000,1,0,0
f530372ae518,60,silent,20.0,3,30.0,0.6667,1,0,0
f530372ae518,60,silent,20.0,2,20.0,1.0000,0,0,0
775e57a3c88e,50,silent,30.0,4,40.0,0.7500,1,0,0
775e57a3c88e,50,silent,30.0,3,30.0,1.0000,0,0,0
b773471303b5,46,silent,15.0,2,20.0,0.7500,0,0,0
6595ccd71a2e,53,silent,5.0,2,20.0,0.2500,1,0,0
a2798bc01bfd,62,silent,25.0,3,30.0,0.8333,1,0,0
a2798bc01bfd,62,silent,25.0,1,10.0,2.5000,0,1,0
fab6330001a0,48,silent,30.0,4,40.0,0.7500,1,0,0
fab6330001a0,48,silent,30.0,3,30.0,1.0000,0,0,0
7d156c4da713,53,silent,20.0,1,10.0,2.0000,0,1,0
5e128fe7feb9,48,silent,5.0,4,40.0,0.1250,1,0,0
5e128fe7feb9,48,silent,5.0,3,30.0,0.1667,1,0,0
5e128fe7feb9,48,silent,5.0,2,20.0,0.2500,1,0,0
5e128fe7feb9,48,silent,5.0,1,10.0,0.5000,1,0,0
018464742780,44,silent,5.0,3,30.0,0.1667,1,0,0
5e28bdf94a79,46,silent,20.0,1,10.0,2.0000,0,1,0
9732629880e2,52,silent,5.0,3,30.0,0.1667,1,0,0
9732629880e2,52,silent,5.0,2,20.0,0.2500,1,0,0
6d4586eac84b,43,silent,15.0,4,40.0,0.3750,1,0,0
597ee2ff14a4,45,silent,25.0,4,40.0,0.6250,1,0,0
597ee2ff14a4,45,silent,25.0,1,10.0,2.5000,0,1,0
c6af6f94b73c,52,silent,25.0,4,40.0,0.6250,1,0,0
c6af6f94b73c,52,silent,25.0,3,30.0,0.8333,0,0,0
13a59bdc8117,50,silent,25.0,4,40.0,0.6250,1,0,0
6d463b83dcbd,56,silent,15.0,4,40.0,0.3750,1,0,0
6d463b83dcbd,56,silent,15.0,1,10.0,1.5000,0,1,0
67edaef4b5e6,45,silent,10.0,4,40.0,0.2500,1,0,0
8ea3f36cfaa5,44,silent,20.0,3,30.0,0.6667,1,0,0
8ea3f36cfaa5,44,silent,20.0,2,20.0,1.0000,0,0,0
e7f23df3d08e,60,silent,10.0,4,40.0,0.2500,1,0,0
e7f23df3d08e,60,silent,10.0,3,30.0,0.3333,1,0,0
d512f7f70aa9,50,silent,15.0,4,40.0,0.3750,1,0,0
d512f7f70aa9,50,silent,15.0,3,30.0,0.5000,0,0,0
7855ff88cde6,53,silent,15.0,2,20.0,0.7500,0,0,0
33d80cbf9372,51,silent,30.0,4,40.0,0.7500,0,0,0
168df90f3281,48,silent,10.0,4,40.0,0.2500,1,0,0
168df90f3281,48,silent,10.0,2,20.0,0.5000,1,0,0
ca65b89e7522,55,silent,25.0,3,30.0,0.8333,1,0,0
5d71d6ec1ac6,43,silent,30.0,4,40.0,0.7500,1,0,0
5d71d6ec1ac6,43,silent,30.0,3,30.0,1.0000,0,0,0
eb6e57ff5abb,43,silent,25.0,4,40.0,0.6250,1,0,0
eb6e57ff5abb,43,silent,25.0,2,20.0,1.2500,0,1,0
2d79d13f024f,47,silent,10.0,2,20.0,0.5000,1,0,0
2d79d13f024f,47,silent,10.0,1,10.0,1.0000,0,0,0
35fe207f63ea,49,silent,25.0,3,30.0,0.8333,0,0,0
502e98f563f7,54,silent,5.0,2,20.0,0.2500,1,0,0
502e98f563f7,54,silent,5.0,1,10.0,0.5000,1,0,0
da6a784a01aa,44,silent,25.0,3,30.0,0.8333,1,0,0
da6a784a01aa,44,silent,25.0,2,20.0,1.2500,0,1,0
5080fef3a55d,58,silent,10.0,4,40.0,0.2500,1,0,0
5080fef3a55d,58,silent,10.0,3,30.0,0.3333,1,0,0
5080fef3a55d,58,silent,10.0,1,10.0,1.0000,0,0,0
260ac5304305,45,silent,20.0,4,40.0,0.5000,1,0,0
040527b337e5,60,silent,15.0,4,40.0,0.3750,1,0,0
040527b337e5,60,silent,15.0,3,30.0,0.5000,1,0,0
4e3115632464,57,silent,15.0,1,10.0,1.5000,0,1,0
d4d44bff2ef0,58,silent,5.0,4,40.0,0.1250,1,0,0
d4d44bff2ef0,58,silent,5.0,3,30.0,0.1667,1,0,0
d4d44bff2ef0,58,silent,5.0,1,10.0,0.5000,1,0,0
ee11a7d8a12d,54,silent,30.0,1,10.0,3.0000,0,1,0
0a7d61d4a4e8,61,silent,30.0,4,40.0,0.7500,1,0,0
0a7d61d4a4e8,61,silent,30.0,2,20.0,1.5000,0,1,0
350f17fa2c0d,58,silent,15.0,4,40.0,0.3750,1,0,0
350f17fa2c0d,58,silent,15.0,3,30.0,0.5000,1,0,0
350f17fa2c0d,58,silent,15.0,1,10.0,1.5000,0,1,0
ae636b2396ba,54,silent,20.0,1,10.0,2.0000,0,1,0
ae5fcddc9785,43,silent,5.0,4,40.0,0.1250,1,0,0
ae5fcddc9785,43,silent,5.0,3,30.0,0.1667,1,0,0
ae5fcddc9785,43,silent,5.0,2,20.0,0.2500,1,0,0
54df374057d9,56,silent,5.0,1,10.0,0.5000,1,0,0
611808b5b01e,46,silent,10.0,4,40.0,0.2500,1,0,0
611808b5b01e,46,silent,10.0,1,10.0,1.0000,0,0,0
6a140be40c46,59,silent,15.0,4,40.0,0.3750,1,0,0
6a140be40c46,59,silent,15.0,3,30.0,0.5000,1,0,0
eedfbd31cb50,54,silent,10.0,2,20.0,0.5000,1,0,0
eedfbd31cb50,54,silent,10.0,1,10.0,1.0000,0,0,0
4a86e7dda47d,48,silent,15.0,4,40.0,0.3750,1,0,0
4a86e7dda47d,48,silent,15.0,3,30.0,0.5000,1,0,0
4a86e7dda47d,48,silent,15.0,2,20.0,0.7500,0,0,0
859bbdd5ad86,62,silent,15.0,3,30.0,0.5000,1,0,0
859bbdd5ad86,62,silent,15.0,1,10.0,1.5000,0,1,0
4b1b358792ad,51,silent,20.0,4,40.0,0.5000,1,0,0
4b1b358792ad,51,silent,20.0,2,20.0,1.0000,1,0,0
4b1b358792ad,51,silent,20.0,1,10.0,2.0000,0,1,0
6c3a11129365,56,silent,30.0,1,10.0,3.0000,0,1,0
37dc9b057ef7,58,silent,25.0,4,40.0,0.6250,1,0,0
37dc9b057ef7,58,silent,25.0,3,30.0,0.8333,0,0,0
1064f9b80e8f,52,silent,30.0,4,40.0,0.7500,1,0,0
1064f9b80e8f,52,silent,30.0,3,30.0,1.0000,0,0,0
4d9772a27340,43,silent,10.0,4,40.0,0.2500,1,0,0
4d9772a27340,43,silent,10.0,2,20.0,0.5000,1,0,0
8a6900381503,47,silent,5.0,2,20.0,0.2500,1,0,0
4358bd1c5760,61,silent,15.0,2,20.0,0.7500,1,0,0
30f3c0473e9f,44,silent,10.0,4,40.0,0.2500,1,0,0
30f3c0473e9f,44,silent,10.0,3,30.0,0.3333,1,0,0
30f3c0473e9f,44,silent,10.0,2,20.0,0.5000,1,0,0
30f3c0473e9f,44,silent,10.0,1,10.0,1.0000,0,0,0
