session_id,seed,arm,price,rounds_remaining,ceiling,rho,paid,dominated,forced_wrong
a7e5ec482092,46,silent,15.0,4,40.0,0.3750,1,0,1
a7e5ec482092,46,silent,15.0,1,10.0,1.5000,0,1,1
30178ecb2513,48,silent,10.0,4,40.0,0.2500,1,0,1
30178ecb2513,48,silent,10.0,1,10.0,1.0000,1,0,1
03e6087fbcda,46,threat,25.0,4,40.0,0.6250,1,0,1
03e6087fbcda,46,threat,25.0,1,10.0,2.5000,0,1,1
78c04183aacd,47,threat,25.0,3,30.0,0.8333,1,0,1
78c04183aacd,47,threat,25.0,2,20.0,1.2500,0,1,1
3dcd15ac46ce,45,threat,25.0,3,30.0,0.8333,0,0,1
e00e10fe4e08,44,silent,30.0,4,40.0,0.7500,1,0,1
e00e10fe4e08,44,silent,30.0,1,10.0,3.0000,0,1,1
f7a95cb67f1e,48,silent,25.0,4,40.0,0.6250,1,0,1
f7a95cb67f1e,48,silent,25.0,1,10.0,2.5000,0,1,1
ddaef7bbb4a7,43,threat,30.0,3,30.0,1.0000,1,0,1
ddaef7bbb4a7,43,threat,30.0,2,20.0,1.5000,0,1,1
3e2b375ab09e,43,silent,10.0,3,30.0,0.3333,1,0,1
3e2b375ab09e,43,silent,10.0,2,20.0,0.5000,1,0,1
3e2b375ab09e,43,silent,10.0,1,10.0,1.0000,0,0,0
d34dfcc00fb3,48,silent,5.0,4,40.0,0.1250,1,0,1
d34dfcc00fb3,48,silent,5.0,1,10.0,0.5000,1,0,1
cc960419a71f,46,silent,10.0,4,40.0,0.2500,1,0,1
cc960419a71f,46,silent,10.0,1,10.0,1.0000,0,0,1
4e03a277d9c9,45,threat,15.0,3,30.0,0.5000,1,0,1
4e03a277d9c9,45,threat,15.0,2,20.0,0.7500,1,0,1
4e03a277d9c9,45,threat,15.0,1,10.0,1.5000,0,1,0
256fd0dc512e,47,silent,10.0,4,40.0,0.2500,1,0,0
256fd0dc512e,47,silent,10.0,3,30.0,0.3333,1,0,1
256fd0dc512e,47,silent,10.0,2,20.0,0.5000,1,0,1
f07522d51ce8,46,threat,5.0,4,40.0,0.1250,1,0,1
f07522d51ce8,46,threat,5.0,2,20.0,0.2500,1,0,0
f07522d51ce8,46,threat,5.0,1,10.0,0.5000,1,0,1
8f0e5fd1145f,43,silent,30.0,3,30.0,1.0000,0,0,1
abe989a0011c,45,silent,10.0,3,30.0,0.3333,1,0,1
abe989a0011c,45,silent,10.0,2,20.0,0.5000,1,0,1
41da15f7ca63,43,silent,25.0,3,30.0,0.8333,0,0,1
c2eac753e0d5,44,threat,10.0,4,40.0,0.2500,1,0,1
c2eac753e0d5,44,threat,10.0,1,10.0,1.0000,0,0,1
6fa09a8b05bc,43,threat,10.0,3,30.0,0.3333,1,0,1
6fa09a8b05bc,43,threat,10.0,2,20.0,0.5000,1,0,1
6fa09a8b05bc,43,threat,10.0,1,10.0,1.0000,1,0,0
739191be3842,44,silent,20.0,4,40.0,0.5000,1,0,1
739191be3842,44,silent,20.0,1,10.0,2.0000,0,1,1
777608d04647,45,silent,15.0,3,30.0,0.5000,1,0,1
777608d04647,45,silent,15.0,2,20.0,0.7500,1,0,1
772c3e0a9fa0,48,threat,15.0,4,40.0,0.3750,1,0,1
772c3e0a9fa0,48,threat,15.0,1,10.0,1.5000,0,1,1
71284f41e94c,45,threat,20.0,3,30.0,0.6667,1,0,1
71284f41e94c,45,threat,20.0,2,20.0,1.0000,1,0,1
71284f41e94c,45,threat,20.0,1,10.0,2.0000,0,1,0
d34d71388418,47,threat,15.0,3,30.0,0.5000,1,0,1
d34d71388418,47,threat,15.0,2,20.0,0.7500,1,0,1
9fb32fc9b182,45,silent,5.0,3,30.0,0.1667,1,0,1
9fb32fc9b182,45,silent,5.0,2,20.0,0.2500,1,0,1
aa0c1dc2a65d,48,silent,15.0,4,40.0,0.3750,1,0,1
aa0c1dc2a65d,48,silent,15.0,1,10.0,1.5000,0,1,1
c2d4df8e80f9,44,silent,10.0,4,40.0,0.2500,1,0,1
c2d4df8e80f9,44,silent,10.0,1,10.0,1.0000,0,0,1
fda1a7613397,48,threat,30.0,4,40.0,0.7500,0,0,1
c7176a3bb53f,46,silent,25.0,4,40.0,0.6250,1,0,1
c7176a3bb53f,46,silent,25.0,1,10.0,2.5000,0,1,1
c4a85626e5a0,47,threat,30.0,4,40.0,0.7500,1,0,0
c4a85626e5a0,47,threat,30.0,3,30.0,1.0000,0,0,1
88d5811085eb,44,threat,5.0,4,40.0,0.1250,1,0,1
88d5811085eb,44,threat,5.0,1,10.0,0.5000,1,0,1
42047718f1f4,43,silent,15.0,3,30.0,0.5000,1,0,1
42047718f1f4,43,silent,15.0,2,20.0,0.7500,1,0,1
42047718f1f4,43,silent,15.0,1,10.0,1.5000,0,1,0
55f29d288587,48,threat,5.0,4,40.0,0.1250,1,0,1
55f29d288587,48,threat,5.0,1,10.0,0.5000,1,0,1
6d42caa3947a,44,silent,15.0,4,40.0,0.3750,1,0,1
6d42caa3947a,44,silent,15.0,1,10.0,1.5000,0,1,1
1599c17b33e6,46,silent,30.0,4,40.0,0.7500,0,0,1
d742faad3bb5,46,threat,20.0,4,40.0,0.5000,1,0,1
d742faad3bb5,46,threat,20.0,1,10.0,2.0000,0,1,1
c4fbf7157fd1,48,threat,25.0,4,40.0,0.6250,0,0,1
97c60d894886,47,silent,15.0,4,40.0,0.3750,1,0,0
97c60d894886,47,silent,15.0,3,30.0,0.5000,1,0,1
97c60d894886,47,silent,15.0,2,20.0,0.7500,1,0,1
22c1659c7217,43,threat,25.0,3,30.0,0.8333,1,0,1
22c1659c7217,43,threat,25.0,2,20.0,1.2500,0,1,1
d9d2173ffb69,45,silent,20.0,3,30.0,0.6667,0,0,1
dbe9568c01fb,44,threat,25.0,4,40.0,0.6250,1,0,1
dbe9568c01fb,44,threat,25.0,1,10.0,2.5000,0,1,1
c59ea18827c4,43,threat,5.0,3,30.0,0.1667,1,0,1
c59ea18827c4,43,threat,5.0,2,20.0,0.2500,1,0,1
bcc322b17435,45,threat,5.0,3,30.0,0.1667,1,0,1
bcc322b17435,45,threat,5.0,2,20.0,0.2500,1,0,1
bcc322b17435,45,threat,5.0,1,10.0,0.5000,1,0,0
4c0a951ce2b0,45,threat,30.0,3,30.0,1.0000,0,0,1
d505dfc8892f,43,threat,20.0,3,30.0,0.6667,1,0,1
d505dfc8892f,43,threat,20.0,2,20.0,1.0000,1,0,1
d505dfc8892f,43,threat,20.0,1,10.0,2.0000,0,1,0
b28e7da0daf5,46,silent,20.0,4,40.0,0.5000,1,0,1
b28e7da0daf5,46,silent,20.0,1,10.0,2.0000,0,1,1
7d89cd8e6c77,48,silent,20.0,4,40.0,0.5000,1,0,1
7d89cd8e6c77,48,silent,20.0,1,10.0,2.0000,0,1,1
bd96ee1c3414,45,threat,10.0,3,30.0,0.3333,1,0,1
bd96ee1c3414,45,threat,10.0,2,20.0,0.5000,1,0,1
9a58977c059f,48,threat,20.0,4,40.0,0.5000,1,0,1
9a58977c059f,48,threat,20.0,1,10.0,2.0000,0,1,1
1e49aef55f33,43,silent,5.0,3,30.0,0.1667,1,0,1
1e49aef55f33,43,silent,5.0,2,20.0,0.2500,1,0,1
1e49aef55f33,43,silent,5.0,1,10.0,0.5000,1,0,0
