session_id,seed,arm,price,rounds_remaining,ceiling,rho,paid,dominated,forced_wrong
138ed049c3bd,49,threat,30.0,2,20.0,1.5000,1,1,0
7629c0d32bf6,52,threat,10.0,3,30.0,0.3333,1,0,0
54789d58e957,45,threat,15.0,4,40.0,0.3750,1,0,0
e4b204e20966,62,threat,10.0,4,40.0,0.2500,1,0,0
e4b204e20966,62,threat,10.0,3,30.0,0.3333,1,0,0
e4b204e20966,62,threat,10.0,1,10.0,1.0000,1,0,0
7818b44712ef,62,threat,30.0,3,30.0,1.0000,1,0,0
7818b44712ef,62,threat,30.0,2,20.0,1.5000,1,1,0
7818b44712ef,62,threat,30.0,1,10.0,3.0000,1,1,0
76592b8119c9,59,threat,5.0,2,20.0,0.2500,1,0,0
0a31fae59b4b,48,threat,30.0,2,20.0,1.5000,1,1,0
cc92101a8e76,52,threat,25.0,4,40.0,0.6250,1,0,0
cc92101a8e76,52,threat,25.0,3,30.0,0.8333,0,0,0
dc5b6c3a3e0f,58,threat,25.0,4,40.0,0.6250,1,0,0
dc5b6c3a3e0f,58,threat,25.0,2,20.0,1.2500,0,1,0
ce73c087e9cc,58,threat,30.0,2,20.0,1.5000,1,1,0
29e6b3698083,56,threat,5.0,4,40.0,0.1250,1,0,0
29e6b3698083,56,threat,5.0,1,10.0,0.5000,1,0,0
8a23251d91a4,45,threat,20.0,4,40.0,0.5000,1,0,0
5a50c3a03119,45,threat,30.0,4,40.0,0.7500,1,0,0
36d4e4bffb15,51,threat,30.0,4,40.0,0.7500,1,0,0
36d4e4bffb15,51,threat,30.0,2,20.0,1.5000,0,1,0
8a88fbd8441b,54,threat,30.0,1,10.0,3.0000,0,1,0
64861e4e5cae,56,threat,25.0,4,40.0,0.6250,1,0,0
9cfa89c1cb53,46,threat,10.0,1,10.0,1.0000,0,0,0
0d84c9913f35,62,threat,25.0,3,30.0,0.8333,1,0,0
0d84c9913f35,62,threat,25.0,1,10.0,2.5000,1,1,0
a1ce4d101902,43,threat,20.0,4,40.0,0.5000,1,0,0
b07034590c1c,60,threat,10.0,3,30.0,0.3333,1,0,0
b07034590c1c,60,threat,10.0,2,20.0,0.5000,1,0,0
52eeb9dc2c51,61,silent,30.0,4,40.0,0.7500,0,0,0
476245519ec4,55,silent,10.0,3,30.0,0.3333,1,0,0
f7f0974dd7b2,52,silent,20.0,4,40.0,0.5000,1,0,0
f7f0974dd7b2,52,silent,20.0,3,30.0,0.6667,0,0,0
bb61796a21ea,45,silent,20.0,4,40.0,0.5000,1,0,0
c25cf634f2c8,55,silent,30.0,3,30.0,1.0000,0,0,0
32eda9c0952f,50,silent,20.0,4,40.0,0.5000,1,0,0
1448ff5a0578,62,silent,25.0,3,30.0,0.8333,0,0,0
01cb3f08b631,58,silent,15.0,3,30.0,0.5000,1,0,0
652ddabb72dc,62,silent,5.0,4,40.0,0.1250,1,0,0
652ddabb72dc,62,silent,5.0,3,30.0,0.1667,1,0,0
c15e58ba9d1e,57,silent,20.0,4,40.0,0.5000,1,0,0
ff0ba891fb6f,43,silent,5.0,4,40.0,0.1250,1,0,0
ffe0c500f52a,52,silent,25.0,2,20.0,1.2500,0,1,0
3a6951ae8705,58,silent,30.0,4,40.0,0.7500,1,0,0
cc272c82b9e0,60,silent,15.0,3,30.0,0.5000,1,0,0
4c813d86d39b,57,silent,15.0,1,10.0,1.5000,0,1,0
8e594887f4be,52,silent,10.0,3,30.0,0.3333,1,0,0
8620fe98ba4e,58,silent,10.0,4,40.0,0.2500,1,0,0
8620fe98ba4e,58,silent,10.0,3,30.0,0.3333,1,0,0
9437ba19e6c5,62,silent,15.0,3,30.0,0.5000,1,0,0
9437ba19e6c5,62,silent,15.0,1,10.0,1.5000,0,1,0
9a155f58ff5b,54,silent,10.0,2,20.0,0.5000,1,0,0
9a155f58ff5b,54,silent,10.0,1,10.0,1.0000,0,0,0
3c95625fb4de,54,silent,5.0,1,10.0,0.5000,1,0,0
fe0ec3d6ac72,51,silent,30.0,4,40.0,0.7500,1,0,0
fe0ec3d6ac72,51,silent,30.0,2,20.0,1.5000,0,1,0
80c64c5aa8bb,50,silent,15.0,3,30.0,0.5000,1,0,0
6ccaa0f34b63,44,silent,25.0,3,30.0,0.8333,1,0,0
20de222aef6a,51,silent,10.0,1,10.0,1.0000,0,0,0
07a9934fa6ae,43,silent,20.0,4,40.0,0.5000,1,0,0
c64878a7da1f,56,silent,5.0,4,40.0,0.1250,1,0,0
f680917b29de,51,silent,20.0,4,40.0,0.5000,1,0,0
c1fa2290b11b,54,silent,25.0,1,10.0,2.5000,0,1,0
2b574c65e77d,60,silent,25.0,3,30.0,0.8333,1,0,0
1e510a2d39d3,53,silent,15.0,1,10.0,1.5000,0,1,0
83bc31571914,58,silent,20.0,4,40.0,0.5000,1,0,0
83bc31571914,58,silent,20.0,2,20.0,1.0000,0,0,0
3a69a6998976,62,silent,20.0,4,40.0,0.5000,1,0,0
3a69a6998976,62,silent,20.0,3,30.0,0.6667,1,0,0
374855fa672e,54,silent,20.0,1,10.0,2.0000,0,1,0
02b81f35270b,50,silent,5.0,2,20.0,0.2500,1,0,0
d3e67ce66fc6,47,silent,10.0,2,20.0,0.5000,1,0,0
681ac2228594,61,silent,20.0,2,20.0,1.0000,0,0,0
650721fbd291,55,silent,20.0,4,40.0,0.5000,0,0,0
f24bbd217ec7,44,silent,5.0,2,20.0,0.2500,1,0,0
8df7e32a0e93,59,silent,30.0,4,40.0,0.7500,0,0,0
f209e813e002,51,silent,25.0,4,40.0,0.6250,0,0,0
b5e5b5aeaf4e,60,silent,20.0,3,30.0,0.6667,0,0,0
e2740cc70e43,45,silent,10.0,4,40.0,0.2500,1,0,0
aadbee71ac10,50,silent,10.0,4,40.0,0.2500,1,0,0
aadbee71ac10,50,silent,10.0,3,30.0,0.3333,1,0,0
76d508a76d2f,59,silent,20.0,4,40.0,0.5000,1,0,0
4dfbafbbfba4,46,silent,20.0,1,10.0,2.0000,0,1,0
c101af25bfb7,49,silent,10.0,3,30.0,0.3333,1,0,0
0746fd5fb38e,51,silent,15.0,4,40.0,0.3750,1,0,0
e4fcdf17d2ca,43,silent,30.0,4,40.0,0.7500,1,0,0
4c43356d8b67,60,silent,5.0,2,20.0,0.2500,1,0,0
72e155951e70,62,silent,30.0,3,30.0,1.0000,0,0,0
4c6480630ab7,51,silent,5.0,4,40.0,0.1250,1,0,0
4c6480630ab7,51,silent,5.0,2,20.0,0.2500,1,0,0
4c6480630ab7,51,silent,5.0,1,10.0,0.5000,0,0,0
67b22fc9fe9b,52,silent,15.0,3,30.0,0.5000,1,0,0
7f8e89b5b0a7,62,silent,10.0,3,30.0,0.3333,1,0,0
53a0458d2196,60,silent,10.0,3,30.0,0.3333,1,0,0
53a0458d2196,60,silent,10.0,2,20.0,0.5000,1,0,0
72e36702ec2a,48,silent,5.0,2,20.0,0.2500,1,0,0
c71b668af471,52,silent,5.0,3,30.0,0.1667,1,0,0
6d177be9ed9e,48,silent,20.0,2,20.0,1.0000,0,0,0
1712d4db4354,61,silent,25.0,2,20.0,1.2500,0,1,0
ff139453d00a,57,silent,5.0,4,40.0,0.1250,1,0,0
44f50c447ef9,54,silent,30.0,1,10.0,3.0000,0,1,0
570db17a1804,56,silent,15.0,4,40.0,0.3750,1,0,0
876a4eb5cc39,56,silent,30.0,4,40.0,0.7500,1,0,0
