session_id,seed,arm,price,rounds_remaining,ceiling,rho,paid,dominated,forced_wrong
85bae81768d9,47,threat,15.0,4,40.0,0.3750,1,0,0
85bae81768d9,47,threat,15.0,3,30.0,0.5000,1,0,1
85bae81768d9,47,threat,15.0,2,20.0,0.7500,1,0,1
1f325418fc3e,43,threat,25.0,3,30.0,0.8333,1,0,1
1f325418fc3e,43,threat,25.0,2,20.0,1.2500,1,1,1
70d549fdceb7,47,threat,30.0,4,40.0,0.7500,1,0,0
70d549fdceb7,47,threat,30.0,3,30.0,1.0000,1,0,1
70d549fdceb7,47,threat,30.0,2,20.0,1.5000,0,1,1
8b19bc9499f4,45,silent,15.0,3,30.0,0.5000,1,0,1
8b19bc9499f4,45,silent,15.0,2,20.0,0.7500,1,0,1
adb367e0e835,46,silent,15.0,4,40.0,0.3750,1,0,1
adb367e0e835,46,silent,15.0,1,10.0,1.5000,1,1,1
a380a9322c53,48,silent,5.0,4,40.0,0.1250,1,0,1
a380a9322c53,48,silent,5.0,1,10.0,0.5000,1,0,1
f6f43d8dafc1,46,silent,25.0,4,40.0,0.6250,1,0,1
f6f43d8dafc1,46,silent,25.0,1,10.0,2.5000,0,1,1
587196f4af1b,44,silent,10.0,4,40.0,0.2500,1,0,1
587196f4af1b,44,silent,10.0,3,30.0,0.3333,1,0,0
587196f4af1b,44,silent,10.0,1,10.0,1.0000,1,0,1
d6c2d0424a5c,43,threat,10.0,3,30.0,0.3333,1,0,1
d6c2d0424a5c,43,threat,10.0,2,20.0,0.5000,1,0,1
baec21158075,45,silent,30.0,3,30.0,1.0000,0,0,1
09a6e6972a47,47,silent,15.0,4,40.0,0.3750,1,0,0
09a6e6972a47,47,silent,15.0,3,30.0,0.5000,1,0,1
09a6e6972a47,47,silent,15.0,2,20.0,0.7500,1,0,1
f16638f8e4d7,45,threat,25.0,4,40.0,0.6250,1,0,0
f16638f8e4d7,45,threat,25.0,3,30.0,0.8333,1,0,1
f16638f8e4d7,45,threat,25.0,2,20.0,1.2500,0,1,1
a2c037c04d1a,43,silent,5.0,3,30.0,0.1667,1,0,1
a2c037c04d1a,43,silent,5.0,2,20.0,0.2500,1,0,1
49fa52cc2cb0,44,threat,5.0,4,40.0,0.1250,1,0,1
49fa52cc2cb0,44,threat,5.0,1,10.0,0.5000,1,0,1
afc1ec4f2ea7,46,threat,25.0,4,40.0,0.6250,1,0,1
afc1ec4f2ea7,46,threat,25.0,1,10.0,2.5000,0,1,1
c03552a53332,43,silent,30.0,3,30.0,1.0000,0,0,1
6076e50070e9,44,threat,30.0,4,40.0,0.7500,1,0,1
6076e50070e9,44,threat,30.0,1,10.0,3.0000,0,1,1
d3f53fd7516d,45,silent,25.0,3,30.0,0.8333,1,0,1
d3f53fd7516d,45,silent,25.0,2,20.0,1.2500,1,1,1
3c008af1aa35,48,threat,10.0,4,40.0,0.2500,1,0,1
3c008af1aa35,48,threat,10.0,3,30.0,0.3333,1,0,0
3c008af1aa35,48,threat,10.0,2,20.0,0.5000,1,0,0
3c008af1aa35,48,threat,10.0,1,10.0,1.0000,1,0,1
27097592ee51,45,silent,20.0,3,30.0,0.6667,1,0,1
27097592ee51,45,silent,20.0,2,20.0,1.0000,1,0,1
28a855bcda8f,45,silent,5.0,4,40.0,0.1250,1,0,0
28a855bcda8f,45,silent,5.0,3,30.0,0.1667,1,0,1
28a855bcda8f,45,silent,5.0,2,20.0,0.2500,1,0,1
f6a42ffdd30e,45,threat,5.0,4,40.0,0.1250,1,0,0
f6a42ffdd30e,45,threat,5.0,3,30.0,0.1667,1,0,1
f6a42ffdd30e,45,threat,5.0,2,20.0,0.2500,1,0,1
b1acf51589e2,43,silent,10.0,3,30.0,0.3333,1,0,1
b1acf51589e2,43,silent,10.0,2,20.0,0.5000,1,0,1
b1acf51589e2,43,silent,10.0,1,10.0,1.0000,1,0,0
7783d2264563,46,threat,20.0,4,40.0,0.5000,1,0,1
7783d2264563,46,threat,20.0,1,10.0,2.0000,1,1,1
72294bd38440,47,silent,5.0,4,40.0,0.1250,1,0,0
72294bd38440,47,silent,5.0,3,30.0,0.1667,1,0,1
72294bd38440,47,silent,5.0,2,20.0,0.2500,1,0,1
b0bf31b8ece6,47,silent,25.0,4,40.0,0.6250,1,0,0
b0bf31b8ece6,47,silent,25.0,3,30.0,0.8333,1,0,1
b0bf31b8ece6,47,silent,25.0,2,20.0,1.2500,0,1,1
a610dfeb2ddb,45,silent,10.0,4,40.0,0.2500,1,0,0
a610dfeb2ddb,45,silent,10.0,3,30.0,0.3333,1,0,1
a610dfeb2ddb,45,silent,10.0,2,20.0,0.5000,1,0,1
f69a7e309f82,43,silent,15.0,3,30.0,0.5000,1,0,1
f69a7e309f82,43,silent,15.0,2,20.0,0.7500,1,0,1
add159a214a0,47,threat,25.0,4,40.0,0.6250,1,0,0
add159a214a0,47,threat,25.0,3,30.0,0.8333,1,0,1
add159a214a0,47,threat,25.0,2,20.0,1.2500,0,1,1
91a9e785c51f,44,silent,25.0,4,40.0,0.6250,1,0,1
91a9e785c51f,44,silent,25.0,1,10.0,2.5000,0,1,1
bd41b93c82c7,48,threat,25.0,4,40.0,0.6250,1,0,1
bd41b93c82c7,48,threat,25.0,3,30.0,0.8333,1,0,0
bd41b93c82c7,48,threat,25.0,1,10.0,2.5000,0,1,1
a455b58e3d8e,47,threat,10.0,4,40.0,0.2500,1,0,0
a455b58e3d8e,47,threat,10.0,3,30.0,0.3333,1,0,1
a455b58e3d8e,47,threat,10.0,2,20.0,0.5000,1,0,1
e1cee4e452ff,48,threat,20.0,4,40.0,0.5000,1,0,1
e1cee4e452ff,48,threat,20.0,1,10.0,2.0000,0,1,1
7aee40ff6a0d,48,threat,5.0,4,40.0,0.1250,1,0,1
7aee40ff6a0d,48,threat,5.0,1,10.0,0.5000,0,0,1
27a1018c0519,48,silent,25.0,4,40.0,0.6250,1,0,1
27a1018c0519,48,silent,25.0,1,10.0,2.5000,0,1,1
d9040903ff6b,47,silent,10.0,4,40.0,0.2500,1,0,0
d9040903ff6b,47,silent,10.0,3,30.0,0.3333,1,0,1
d9040903ff6b,47,silent,10.0,2,20.0,0.5000,1,0,1
5e92466781e9,46,silent,5.0,4,40.0,0.1250,1,0,1
5e92466781e9,46,silent,5.0,1,10.0,0.5000,0,0,1
95394486c107,44,silent,5.0,4,40.0,0.1250,1,0,1
95394486c107,44,silent,5.0,1,10.0,0.5000,1,0,1
77b2eccf07b7,48,silent,10.0,4,40.0,0.2500,1,0,1
77b2eccf07b7,48,silent,10.0,2,20.0,0.5000,1,0,0
77b2eccf07b7,48,silent,10.0,1,10.0,1.0000,1,0,1
de6d6ef8e4b4,43,threat,20.0,3,30.0,0.6667,1,0,1
de6d6ef8e4b4,43,threat,20.0,2,20.0,1.0000,1,0,1
de6d6ef8e4b4,43,threat,20.0,1,10.0,2.0000,0,1,0
4bf217dc4519,45,threat,15.0,4,40.0,0.3750,1,0,0
4bf217dc4519,45,threat,15.0,3,30.0,0.5000,1,0,1
4bf217dc4519,45,threat,15.0,2,20.0,0.7500,1,0,1
