session_id,turn_number,framing,threat_level,lives_before,score_before,p_threat_self,online_choice,n,n_valid,n_forfeit,q,p,sdi
b248481cf69e,3,hz_1111,4,2,20.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
b248481cf69e,4,hz_1111,4,2,60.0,60,CONTINUE,10,10,1,0.1,0.6,0.16666666666666669
b248481cf69e,5,hz_1111,4,2,140.0,50,CONTINUE,10,10,0,0.0,0.5,0.0
b248481cf69e,6,hz_1111,4,2,300.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
c5bdd5ca6605,1,hz_1111,4,3,0.0,0,CONTINUE,10,10,0,0.0,0.0,
c5bdd5ca6605,2,hz_1111,4,3,10.0,0,CONTINUE,10,10,0,0.0,0.0,
c5bdd5ca6605,3,hz_1111,4,2,10.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
c5bdd5ca6605,4,hz_1111,4,2,50.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
c5bdd5ca6605,5,hz_1111,4,2,130.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
c5bdd5ca6605,6,hz_1111,4,2,290.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
c5bdd5ca6605,7,hz_1111,4,2,610.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
c5bdd5ca6605,8,hz_1111,4,2,1250.0,50,CONTINUE,10,10,0,0.0,0.5,0.0
c5bdd5ca6605,9,hz_1111,4,1,1250.0,80,CONTINUE,10,10,1,0.1,0.8,0.125
c5bdd5ca6605,10,hz_1111,4,1,3810.0,30,CONTINUE,10,10,0,0.0,0.3,0.0
f6a2e0ee55cf,1,hz_1111,4,3,0.0,0,CONTINUE,10,10,0,0.0,0.0,
f6a2e0ee55cf,2,hz_1111,4,3,10.0,0,CONTINUE,10,10,0,0.0,0.0,
f6a2e0ee55cf,3,hz_1111,4,3,30.0,0,CONTINUE,10,10,0,0.0,0.0,
f6a2e0ee55cf,4,hz_1111,4,3,70.0,0,CONTINUE,10,10,0,0.0,0.0,
f6a2e0ee55cf,5,hz_1111,4,2,70.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
f6a2e0ee55cf,6,hz_1111,4,1,70.0,80,CONTINUE,10,10,0,0.0,0.8,0.0
f6a2e0ee55cf,7,hz_1111,4,1,390.0,70,CONTINUE,10,10,0,0.0,0.7,0.0
f6a2e0ee55cf,8,hz_1111,4,1,1030.0,67,CONTINUE,10,10,1,0.1,0.67,0.14925373134328357
f6a2e0ee55cf,9,hz_1111,4,1,2310.0,66,CONTINUE,10,10,0,0.0,0.66,0.0
f6a2e0ee55cf,10,hz_1111,4,1,4870.0,80,CONTINUE,10,10,0,0.0,0.8,0.0
fc66043794a5,1,hz_1111,4,3,0.0,0,CONTINUE,10,10,0,0.0,0.0,
fc66043794a5,3,hz_1111,4,3,30.0,0,CONTINUE,10,10,0,0.0,0.0,
fc66043794a5,4,hz_1111,4,3,70.0,0,CONTINUE,10,10,0,0.0,0.0,
fc66043794a5,5,hz_1111,4,2,70.0,35,CONTINUE,10,10,0,0.0,0.35,0.0
fc66043794a5,6,hz_1111,4,2,230.0,65,CONTINUE,10,10,0,0.0,0.65,0.0
fc66043794a5,7,hz_1111,4,2,550.0,33,CONTINUE,10,10,0,0.0,0.33,0.0
fc66043794a5,8,hz_1111,4,1,550.0,80,CONTINUE,10,10,0,0.0,0.8,0.0
fc66043794a5,9,hz_1111,4,1,1830.0,67,CONTINUE,10,10,0,0.0,0.67,0.0
